135	63	33	5.0	H	HD2
47	232	33	5.0	H	HG1
47	23	33	5.0	H	HD2
47	124	33	5.0	H	HD2
47	48	33	5.0	H	HD1
47	99	33	5.0	H	HD2
47	249	33	5.0	H	QD
47	41	33	5.0	H	HD1
47	3	33	5.0	H	HG2
47	63	33	5.0	H	HD2

80	110	34	5.0	H	HB

161	162	35	6.0	H	H

123	112	36	5.0	H	HD1
123	79	36	5.0	H	HD1
123	133	36	5.0	H	HD1
123	67	36	5.0	H	HD1
123	124	36	5.0	H	HD1
123	191	36	5.0	H	HD2
123	121	36	5.0	H	QG
123	161	36	5.0	H	QG

130	129	37	6.0	H	H
130	131	37	6.0	H	H

24	197	38	5.0	H	H
24	21	38	5.0	H	H

116	115	39	6.0	H	H

28	90	40	5.0	H	HB
28	220	40	5.0	H	HB
28	24	40	5.0	H	HB

108	108	41	5.0	H	HD1

178	64	42	5.0	H	HD1
178	112	42	5.0	H	HD1
178	79	42	5.0	H	HD1
178	133	42	5.0	H	HD1
178	67	42	5.0	H	HD1
178	124	42	5.0	H	HD1
178	191	42	5.0	H	HD2
178	121	42	5.0	H	QG

53	52	43	4.6	H	H

14	64	44	5.0	H	H
14	192	44	5.0	H	H
14	16	44	5.0	H	H
14	110	44	5.0	H	H
14	248	44	5.0	H	H

103	3	45	5.0	H	HG1
103	8	45	5.0	H	HG1

83	113	46	6.0	H	H

138	127	47	5.0	H	H
138	235	47	5.0	H	H
138	136	47	5.0	H	H
138	83	47	5.0	H	H
138	54	47	5.0	H	H
138	208	47	5.0	H	H
138	82	47	5.0	H	H

90	90	48	5.0	H	HB

107	19	49	5.0	H	HD21
107	41	49	5.0	H	H
107	83	49	5.0	H	HE21
107	193	49	5.0	H	H
107	144	49	5.0	H	HD21
107	55	49	5.0	H	HD21
107	107	49	5.0	H	HD21
107	139	49	5.0	H	HD21
107	185	49	5.0	H	HD21
107	78	49	5.0	H	HD21

92	18	50	5.0	H	H
92	11	50	5.0	H	H
92	108	50	5.0	H	H
14	18	50	5.0	H	H
14	11	50	5.0	H	H
14	108	50	5.0	H	H

241	241	51	5.0	H	HG2

45	64	52	5.0	H	HD1
45	112	52	5.0	H	HD1
45	79	52	5.0	H	HD1
45	133	52	5.0	H	HD1
45	67	52	5.0	H	HD1
45	124	52	5.0	H	HD1
45	191	52	5.0	H	HD2
45	121	52	5.0	H	QG

50	130	53	5.0	H	H
50	78	53	5.0	H	H
50	111	53	5.0	H	H

98	99	54	5.0	H	H

144	108	55	5.0	H	HD1
144	30	55	5.0	H	QG

198	24	56	5.0	H	H
198	116	56	5.0	H	H
198	216	56	5.0	H	H
198	228	56	5.0	H	H
198	139	56	5.0	H	H
198	76	56	5.0	H	H
198	37	56	5.0	H	H
198	218	56	5.0	H	H
198	38	56	5.0	H	H
198	114	56	5.0	H	H
198	249	56	5.0	H	H
198	187	56	5.0	H	H
198	180	56	5.0	H	H
198	112	56	5.0	H	H
198	9	56	5.0	H	H

198	177	57	5.0	H	H
198	206	57	5.0	H	H
198	109	57	5.0	H	H
198	171	57	5.0	H	H
198	105	57	5.0	H	H
198	22	57	5.0	H	H
198	201	57	5.0	H	H
198	3	57	5.0	H	H
198	212	57	5.0	H	H

226	227	58	6.0	H	H


84	35	60	2.3	H	H
84	146	60	5.0	H	HE21
84	18	60	5.0	H	HE21
84	240	60	5.0	H	HD21

57	41	61	5.0	H	H
57	83	61	5.0	H	HE21
57	193	61	5.0	H	H
57	144	61	5.0	H	HD21
57	55	61	5.0	H	HD21
57	107	61	5.0	H	HD21
57	139	61	5.0	H	HD21
57	185	61	5.0	H	HD21
57	78	61	5.0	H	HD21
57	237	61	5.0	H	HE21

141	4	62	5.0	H	HE21
141	135	62	5.0	H	HD21
141	75	62	5.0	H	H
141	160	62	5.0	H	H
141	188	62	5.0	H	HD21

139	140	63	5.0	H	H


242	241	65	5.0	H	HG2

75	67	66	5.0	H	HD2

146	35	67	5.0	H	H
146	146	67	5.0	H	HE21
146	18	67	5.0	H	HE21

107	4	68	5.0	H	H
107	119	68	5.0	H	H
107	61	68	5.0	H	H
107	77	68	5.0	H	H
107	225	68	5.0	H	H
107	104	68	5.0	H	H
107	144	68	5.0	H	H

201	126	69	5.0	H	H
201	45	69	5.0	H	H
201	131	69	5.0	H	H
201	247	69	5.0	H	H
201	241	69	5.0	H	H
201	129	69	5.0	H	H
201	72	69	5.0	H	H
201	146	69	5.0	H	H

117	129	70	6.0	H	H

136	75	71	5.0	H	HG2
136	184	71	5.0	H	HD2
136	141	71	5.0	H	HD2

130	117	72	5.0	H	H
130	209	72	5.0	H	H

160	220	73	6.0	H	H

223	2	74	5.0	H	HB
223	227	74	5.0	H	HB
223	226	74	5.0	H	HB
223	217	74	5.0	H	HB

29	30	75	5.0	H	H

9	63	76	5.0	H	H
9	7	76	5.0	H	H
9	71	76	5.0	H	H
9	81	76	5.0	H	H
9	62	76	5.0	H	H
9	190	76	5.0	H	H
9	213	76	5.0	H	H
9	30	76	5.0	H	H
195	63	76	5.0	H	H
195	7	76	5.0	H	H
195	71	76	5.0	H	H
195	81	76	5.0	H	H
195	62	76	5.0	H	H
195	190	76	5.0	H	H
195	213	76	5.0	H	H
195	30	76	5.0	H	H


61	8	78	5.0	H	H
61	161	78	5.0	H	H
61	59	78	5.0	H	HD21
61	13	78	5.0	H	H
61	26	78	5.0	H	H
61	99	78	5.0	H	H

174	189	79	6.0	H	H

212	211	80	6.0	H	H

197	235	81	5.0	H	H
197	136	81	5.0	H	H
197	83	81	5.0	H	H
197	54	81	5.0	H	H
197	208	81	5.0	H	H
197	82	81	5.0	H	H
197	238	81	5.0	H	H
197	142	81	5.0	H	H
197	145	81	5.0	H	H
197	135	81	5.0	H	H

106	106	82	5.0	H	HD2

218	48	83	5.0	H	HD1
218	99	83	5.0	H	HD2
218	249	83	5.0	H	QD
218	41	83	5.0	H	HD1
218	3	83	5.0	H	HG2
218	63	83	5.0	H	HD2
218	64	83	5.0	H	HD1
218	112	83	5.0	H	HD1
218	79	83	5.0	H	HD1
38	48	83	5.0	H	HD1
38	99	83	5.0	H	HD2
38	249	83	5.0	H	QD
38	41	83	5.0	H	HD1
38	3	83	5.0	H	HG2
38	63	83	5.0	H	HD2
38	64	83	5.0	H	HD1
38	112	83	5.0	H	HD1
38	79	83	5.0	H	HD1

121	225	84	5.0	H	H
121	104	84	5.0	H	H
121	144	84	5.0	H	H
121	52	84	5.0	H	H
121	107	84	5.0	H	H
121	162	84	5.0	H	H
15	225	84	5.0	H	H
15	104	84	5.0	H	H
15	144	84	5.0	H	H
15	52	84	5.0	H	H
15	107	84	5.0	H	H
15	162	84	5.0	H	H

117	68	85	5.0	H	H
117	198	85	5.0	H	H
117	149	85	5.0	H	H
117	211	85	5.0	H	H
117	94	85	5.0	H	H
117	223	85	5.0	H	H
117	138	85	5.0	H	H
117	31	85	5.0	H	H
117	122	85	5.0	H	H

28	149	86	5.0	H	H
28	211	86	5.0	H	H
28	94	86	5.0	H	H
28	223	86	5.0	H	H
28	138	86	5.0	H	H
28	31	86	5.0	H	H
28	122	86	5.0	H	H
28	25	86	5.0	H	H
28	118	86	5.0	H	H
28	133	86	5.0	H	H
28	196	86	5.0	H	H


63	219	88	6.0	H	H

83	101	89	5.0	H	HD21
83	19	89	5.0	H	HD21
83	41	89	5.0	H	H
83	83	89	5.0	H	HE21
83	193	89	5.0	H	H
83	144	89	5.0	H	HD21
83	55	89	5.0	H	HD21


28	29	91	4.6	H	H

131	132	92	6.0	H	H

19	3	93	5.0	H	HG1
19	8	93	5.0	H	HG1
12	3	93	5.0	H	HG1
12	8	93	5.0	H	HG1

123	122	94	6.0	H	H

122	121	95	6.0	H	H

8	3	96	5.0	H	HG1
8	8	96	5.0	H	HG1

219	220	97	5.0	H	H

3	2	98	5.0	H	HB

24	26	99	5.0	H	H
24	99	99	5.0	H	H
24	27	99	5.0	H	H

119	241	100	5.0	H	HG1
119	143	100	5.0	H	HD1


191	101	102	5.0	H	HD21
191	19	102	5.0	H	HD21
191	41	102	5.0	H	H
191	83	102	5.0	H	HE21
191	193	102	5.0	H	H
191	144	102	5.0	H	HD21
191	55	102	5.0	H	HD21
191	107	102	5.0	H	HD21
191	139	102	5.0	H	HD21
191	185	102	5.0	H	HD21

222	2	103	5.0	H	HB
222	227	103	5.0	H	HB
222	226	103	5.0	H	HB
222	217	103	5.0	H	HB

110	40	104	5.0	H	H
110	232	104	5.0	H	H
110	224	104	5.0	H	H
110	48	104	5.0	H	H
110	148	104	5.0	H	H
110	17	104	5.0	H	H
110	53	104	5.0	H	H
110	215	104	5.0	H	H
110	143	104	5.0	H	H

23	90	105	5.0	H	HB
23	220	105	5.0	H	HB
23	24	105	5.0	H	HB

37	221	106	5.0	H	H
37	220	106	5.0	H	H
37	237	106	5.0	H	H
37	39	106	5.0	H	H

114	113	107	6.0	H	H

89	90	108	5.0	H	HB
89	220	108	5.0	H	HB
89	24	108	5.0	H	HB
224	90	108	5.0	H	HB
224	220	108	5.0	H	HB
224	24	108	5.0	H	HB

109	79	109	5.0	H	H
109	106	109	5.0	H	H

113	83	110	6.0	H	H

68	75	111	5.0	H	H
68	160	111	5.0	H	H
68	188	111	5.0	H	HD21
68	101	111	5.0	H	HD21
68	19	111	5.0	H	HD21
68	41	111	5.0	H	H
68	83	111	5.0	H	HE21

52	117	112	5.0	H	H
52	209	112	5.0	H	H

120	78	113	5.0	H	H
120	111	113	5.0	H	H
120	117	113	5.0	H	H

160	220	114	5.0	H	HB

116	189	115	5.0	H	HB

115	211	116	5.0	H	HG2
115	84	116	5.0	H	HG1
115	104	116	5.0	H	HD1

129	130	117	6.0	H	H

26	71	118	5.0	H	H
26	81	118	5.0	H	H
26	62	118	5.0	H	H
26	190	118	5.0	H	H
26	213	118	5.0	H	H
26	30	118	5.0	H	H
26	101	118	5.0	H	H
26	124	118	5.0	H	H

118	119	119	6.0	H	H

212	26	120	5.0	H	HD22
212	139	120	5.0	H	HD22
212	83	120	5.0	H	HE22
212	213	120	5.0	H	HD22
212	127	120	5.0	H	HD22
212	107	120	5.0	H	HD22
212	185	120	5.0	H	HD22
212	78	120	5.0	H	HD22

64	63	121	5.0	H	H

147	4	122	5.0	H	HE22
147	55	122	5.0	H	HD22
147	144	122	5.0	H	HD22
147	145	122	5.0	H	HD22
147	146	122	5.0	H	HE22

227	226	123	6.0	H	H

242	241	124	5.0	H	HG1

241	240	125	6.0	H	H
241	242	125	5.0	H	H

83	139	126	5.0	H	H
83	76	126	5.0	H	H
83	37	126	5.0	H	H
83	218	126	5.0	H	H
83	38	126	5.0	H	H
83	114	126	5.0	H	H
83	249	126	5.0	H	H
83	187	126	5.0	H	H
83	180	126	5.0	H	H
83	112	126	5.0	H	H
83	9	126	5.0	H	H
83	195	126	5.0	H	H
83	67	126	5.0	H	H
83	188	126	5.0	H	H

167	249	127	5.0	H	H
167	187	127	5.0	H	H
167	180	127	5.0	H	H
167	112	127	5.0	H	H
167	9	127	5.0	H	H
167	195	127	5.0	H	H
167	67	127	5.0	H	H
167	188	127	5.0	H	H

139	19	128	5.0	H	HD21
139	41	128	5.0	H	H
139	83	128	5.0	H	HE21
139	193	128	5.0	H	H
139	144	128	5.0	H	HD21
139	55	128	5.0	H	HD21
139	107	128	5.0	H	HD21
139	139	128	5.0	H	HD21
139	185	128	5.0	H	HD21
139	78	128	5.0	H	HD21


178	177	130	6.0	H	H

123	122	131	5.0	H	HB

39	38	132	5.0	H	H

63	62	133	5.0	H	H

63	110	134	5.0	H	HB
63	14	134	5.0	H	HB
81	110	134	5.0	H	HB
81	14	134	5.0	H	HB

215	216	135	6.0	H	H

119	146	136	5.0	H	H
119	189	136	5.0	H	H

16	92	137	5.0	H	H
16	137	137	5.0	H	H
16	217	137	5.0	H	H
16	10	137	5.0	H	H
16	89	137	5.0	H	H
16	33	137	5.0	H	H
16	14	137	5.0	H	H
16	40	137	5.0	H	H
16	232	137	5.0	H	H
16	224	137	5.0	H	H
16	48	137	5.0	H	H
16	148	137	5.0	H	H

116	117	138	6.0	H	H

20	21	139	6.0	H	H



143	240	142	6.0	H	H

82	110	143	5.0	H	HB
82	14	143	5.0	H	HB

4	119	144	5.0	H	H
4	61	144	5.0	H	H
4	77	144	5.0	H	H
4	225	144	5.0	H	H
4	104	144	5.0	H	H
4	144	144	5.0	H	H

134	94	145	6.0	H	H

125	147	146	5.0	H	H
125	68	146	5.0	H	H
125	198	146	5.0	H	H
125	149	146	5.0	H	H
125	211	146	5.0	H	H
125	94	146	5.0	H	H
125	223	146	5.0	H	H
125	138	146	5.0	H	H
125	31	146	5.0	H	H
125	122	146	5.0	H	H

240	143	147	6.0	H	H

55	235	148	5.0	H	H
55	136	148	5.0	H	H
55	83	148	5.0	H	H
55	54	148	5.0	H	H
55	208	148	5.0	H	H
55	82	148	5.0	H	H
55	238	148	5.0	H	H
55	142	148	5.0	H	H
55	145	148	5.0	H	H
37	235	148	5.0	H	H
37	136	148	5.0	H	H
37	83	148	5.0	H	H
37	54	148	5.0	H	H
37	208	148	5.0	H	H
37	82	148	5.0	H	H
37	238	148	5.0	H	H
37	142	148	5.0	H	H
37	145	148	5.0	H	H

92	92	149	5.0	H	HD1

142	106	150	5.0	H	H
142	134	150	5.0	H	H

68	48	151	5.0	H	HD1
68	99	151	5.0	H	HD2
68	249	151	5.0	H	QD
68	41	151	5.0	H	HD1
68	3	151	5.0	H	HG2
68	63	151	5.0	H	HD2
68	64	151	5.0	H	HD1
68	112	151	5.0	H	HD1
68	79	151	5.0	H	HD1
68	133	151	5.0	H	HD1

225	224	152	6.0	H	H

55	84	153	6.0	H	H

189	188	154	6.0	H	H

28	28	155	5.0	H	HD2

89	130	156	5.0	H	H
89	78	156	5.0	H	H
89	111	156	5.0	H	H
224	130	156	5.0	H	H
224	78	156	5.0	H	H
224	111	156	5.0	H	H

75	76	157	5.0	H	QG
75	232	157	5.0	H	HG1
75	23	157	5.0	H	HD2
75	124	157	5.0	H	HD2
75	48	157	5.0	H	HD1
75	99	157	5.0	H	HD2
75	249	157	5.0	H	QD
75	41	157	5.0	H	HD1

64	249	158	5.0	H	H
64	187	158	5.0	H	H
64	180	158	5.0	H	H
64	112	158	5.0	H	H
64	9	158	5.0	H	H
64	195	158	5.0	H	H
64	67	158	5.0	H	H
64	188	158	5.0	H	H
64	172	158	5.0	H	H

145	144	159	5.0	H	HD22
145	145	159	5.0	H	HD22
145	146	159	5.0	H	HE22
145	18	159	5.0	H	HE22
145	135	159	5.0	H	HD22
150	144	159	5.0	H	HD22
150	145	159	5.0	H	HD22
150	146	159	5.0	H	HE22
150	18	159	5.0	H	HE22
150	135	159	5.0	H	HD22

31	177	160	5.0	H	H
31	206	160	5.0	H	H
31	109	160	5.0	H	H
31	171	160	5.0	H	H
31	105	160	5.0	H	H
31	22	160	5.0	H	H
31	201	160	5.0	H	H
31	3	160	5.0	H	H
31	212	160	5.0	H	H
25	177	160	5.0	H	H
25	206	160	5.0	H	H
25	109	160	5.0	H	H
25	171	160	5.0	H	H
25	105	160	5.0	H	H
25	22	160	5.0	H	H
25	201	160	5.0	H	H
25	3	160	5.0	H	H
25	212	160	5.0	H	H

137	136	161	4.6	H	H


226	225	163	6.0	H	H


27	19	165	5.0	H	H
27	57	165	5.0	H	H
27	55	165	5.0	H	H
27	150	165	5.0	H	H
27	47	165	5.0	H	H
27	12	165	5.0	H	H
27	181	165	5.0	H	H
27	24	165	5.0	H	H
27	116	165	5.0	H	H
27	216	165	5.0	H	H
27	228	165	5.0	H	H
27	139	165	5.0	H	H
27	76	165	5.0	H	H
27	37	165	5.0	H	H
27	218	165	5.0	H	H
27	38	165	5.0	H	H
27	114	165	5.0	H	H

197	4	166	5.0	H	HE21
197	135	166	5.0	H	HD21
197	75	166	5.0	H	H
197	160	166	5.0	H	H
197	188	166	5.0	H	HD21
197	101	166	5.0	H	HD21

174	19	167	5.0	H	H
174	57	167	5.0	H	H
174	55	167	5.0	H	H
174	150	167	5.0	H	H
174	47	167	5.0	H	H
174	12	167	5.0	H	H
174	181	167	5.0	H	H
174	24	167	5.0	H	H
174	116	167	5.0	H	H
174	216	167	5.0	H	H
174	228	167	5.0	H	H
174	139	167	5.0	H	H
174	76	167	5.0	H	H
174	37	167	5.0	H	H
174	218	167	5.0	H	H
174	38	167	5.0	H	H
174	114	167	5.0	H	H
222	19	167	5.0	H	H
222	57	167	5.0	H	H
222	55	167	5.0	H	H
222	150	167	5.0	H	H
222	47	167	5.0	H	H
222	12	167	5.0	H	H
222	181	167	5.0	H	H
222	24	167	5.0	H	H
222	116	167	5.0	H	H
222	216	167	5.0	H	H
222	228	167	5.0	H	H
222	139	167	5.0	H	H
222	76	167	5.0	H	H
222	37	167	5.0	H	H
222	218	167	5.0	H	H
222	38	167	5.0	H	H
222	114	167	5.0	H	H

78	117	168	5.0	H	H
78	209	168	5.0	H	H

136	149	169	5.0	H	H
136	211	169	5.0	H	H
136	94	169	5.0	H	H
136	223	169	5.0	H	H
136	138	169	5.0	H	H
136	31	169	5.0	H	H
136	122	169	5.0	H	H
136	25	169	5.0	H	H
136	118	169	5.0	H	H
136	133	169	5.0	H	H
136	196	169	5.0	H	H

216	130	170	5.0	H	H
216	78	170	5.0	H	H
216	111	170	5.0	H	H

148	64	171	5.0	H	H
148	192	171	5.0	H	H
148	16	171	5.0	H	H
148	110	171	5.0	H	H
148	248	171	5.0	H	H


99	99	173	5.0	H	HD2

94	134	174	6.0	H	H

10	92	175	5.0	H	HD1
10	13	175	5.0	H	HG2
10	84	175	5.0	H	HG2
10	37	175	5.0	H	HD1
10	191	175	5.0	H	HD1
10	67	175	5.0	H	HD2

38	39	176	5.0	H	H

101	99	177	5.0	H	HD2
101	249	177	5.0	H	QD
101	41	177	5.0	H	HD1
101	3	177	5.0	H	HG2
101	63	177	5.0	H	HD2
101	64	177	5.0	H	HD1
101	112	177	5.0	H	HD1
101	79	177	5.0	H	HD1
101	133	177	5.0	H	HD1
101	67	177	5.0	H	HD1
101	124	177	5.0	H	HD1


132	152	179	6.0	H	H

247	81	180	5.0	H	HB
247	2	180	5.0	H	HB
247	227	180	5.0	H	HB
247	226	180	5.0	H	HB
247	217	180	5.0	H	HB

61	59	181	5.0	H	HD22
61	199	181	5.0	H	H

199	241	182	6.0	H	H

135	136	183	6.0	H	H

210	213	184	6.0	H	H

69	69	185	5.0	H	HD22
69	26	185	5.0	H	HD22
69	139	185	5.0	H	HD22
69	83	185	5.0	H	HE22


232	94	187	5.0	H	H
232	223	187	5.0	H	H
232	138	187	5.0	H	H
232	31	187	5.0	H	H
232	122	187	5.0	H	H
232	25	187	5.0	H	H
232	118	187	5.0	H	H
232	133	187	5.0	H	H
232	196	187	5.0	H	H

138	135	188	5.0	H	HD22
138	237	188	5.0	H	HE22
138	127	188	5.0	H	HD21
138	101	188	5.0	H	HD22

152	172	189	5.0	H	H
152	113	189	5.0	H	H
152	36	189	5.0	H	H
152	177	189	5.0	H	H
152	206	189	5.0	H	H
152	109	189	5.0	H	H
152	171	189	5.0	H	H
152	105	189	5.0	H	H
152	22	189	5.0	H	H

177	75	190	5.0	H	H
177	160	190	5.0	H	H
177	188	190	5.0	H	HD21
177	101	190	5.0	H	HD21
177	19	190	5.0	H	HD21
206	75	190	5.0	H	H
206	160	190	5.0	H	H
206	188	190	5.0	H	HD21
206	101	190	5.0	H	HD21
206	19	190	5.0	H	HD21

29	161	191	5.0	H	H
29	59	191	5.0	H	HD21
29	13	191	5.0	H	H
29	26	191	5.0	H	H
29	99	191	5.0	H	H
29	27	191	5.0	H	H

167	185	192	6.0	H	H

26	26	193	5.0	H	HD21
26	69	193	5.0	H	HD21
26	213	193	5.0	H	HD21
26	8	193	5.0	H	H

184	133	194	2.3	H	H
184	196	194	2.3	H	H
184	115	194	2.3	H	H
184	226	194	2.3	H	H
184	85	194	2.3	H	H
184	165	194	2.3	H	H
184	126	194	2.3	H	H


141	142	196	5.0	H	H

3	3	197	5.0	H	HG1

174	174	198	5.0	H	HD2

217	130	199	5.0	H	H
217	78	199	5.0	H	H
217	111	199	5.0	H	H
232	130	199	5.0	H	H
232	78	199	5.0	H	H
232	111	199	5.0	H	H

133	132	200	5.0	H	H

132	131	201	6.0	H	H



31	90	204	5.0	H	H
31	28	204	5.0	H	H
31	188	204	5.0	H	HD22
31	103	204	5.0	H	H
25	90	204	5.0	H	H
25	28	204	5.0	H	H
25	188	204	5.0	H	HD22
25	103	204	5.0	H	H

193	237	205	5.0	H	H
193	39	205	5.0	H	H
193	98	205	5.0	H	H
193	5	205	5.0	H	H
193	191	205	5.0	H	H
193	121	205	5.0	H	H
193	227	205	5.0	H	H
193	15	205	5.0	H	H

136	135	206	6.0	H	H

212	132	207	5.0	H	H
212	95	207	5.0	H	H
212	167	207	5.0	H	H
212	178	207	5.0	H	H
212	152	207	5.0	H	H
212	130	207	5.0	H	H
212	78	207	5.0	H	H
212	111	207	5.0	H	H

136	137	208	4.6	H	H

10	11	209	4.6	H	H

167	136	210	5.0	H	H
167	83	210	5.0	H	H
167	54	210	5.0	H	H
167	208	210	5.0	H	H
167	82	210	5.0	H	H
167	238	210	5.0	H	H
167	142	210	5.0	H	H
167	145	210	5.0	H	H
167	135	210	5.0	H	H
167	19	210	5.0	H	H
167	57	210	5.0	H	H

171	189	211	5.0	H	HB
171	193	211	5.0	H	HB

4	5	212	6.0	H	H

101	211	213	5.0	H	HG2
101	84	213	5.0	H	HG1
101	104	213	5.0	H	HD1

228	45	214	5.0	H	H
228	131	214	5.0	H	H
228	247	214	5.0	H	H
228	241	214	5.0	H	H
228	129	214	5.0	H	H
228	72	214	5.0	H	H
228	146	214	5.0	H	H

26	29	215	5.0	H	H
26	141	215	5.0	H	H
26	23	215	5.0	H	H
26	70	215	5.0	H	H
26	20	215	5.0	H	H
26	73	215	5.0	H	H
26	140	215	5.0	H	H

191	190	216	6.0	H	H

120	225	217	5.0	H	H
120	104	217	5.0	H	H
120	144	217	5.0	H	H
120	52	217	5.0	H	H
120	107	217	5.0	H	H
120	162	217	5.0	H	H

138	70	218	5.0	H	H
138	20	218	5.0	H	H
138	73	218	5.0	H	H
138	140	218	5.0	H	H
138	59	218	5.0	H	H

216	215	219	6.0	H	H

18	17	220	5.0	H	H

220	221	221	4.6	H	H

188	188	222	5.0	H	HD22
188	103	222	5.0	H	H
188	59	222	5.0	H	HD22
188	199	222	5.0	H	H

37	37	223	5.0	H	HD1

172	171	224	6.0	H	H

24	25	225	5.0	H	H

147	110	226	6.0	H	H

249	147	227	5.0	H	H
249	68	227	5.0	H	H
249	198	227	5.0	H	H
249	149	227	5.0	H	H
249	211	227	5.0	H	H
249	94	227	5.0	H	H
249	223	227	5.0	H	H
249	138	227	5.0	H	H
249	31	227	5.0	H	H
187	147	227	5.0	H	H
187	68	227	5.0	H	H
187	198	227	5.0	H	H
187	149	227	5.0	H	H
187	211	227	5.0	H	H
187	94	227	5.0	H	H
187	223	227	5.0	H	H
187	138	227	5.0	H	H
187	31	227	5.0	H	H

142	77	228	5.0	H	H
142	225	228	5.0	H	H
142	104	228	5.0	H	H
142	144	228	5.0	H	H
142	52	228	5.0	H	H
142	107	228	5.0	H	H
142	162	228	5.0	H	H

11	98	229	2.3	H	H
11	5	229	2.3	H	H
11	191	229	2.3	H	H
11	121	229	2.3	H	H
11	227	229	2.3	H	H
11	15	229	2.3	H	H
11	2	229	2.3	H	H
11	125	229	2.3	H	H
11	32	229	2.3	H	H

54	55	230	6.0	H	H

62	59	231	5.0	H	HD22
62	199	231	5.0	H	H

85	92	232	5.0	H	HD1

78	193	233	5.0	H	H
78	144	233	5.0	H	HD21
78	55	233	5.0	H	HD21
78	107	233	5.0	H	HD21
